[0.0123, 5.5, 0.2118, 6.0, 1.125, 0.4211, 0.25, 16776718.9]
[0.2941, 13.5, 3.0, 0.4355, 0.25, 1.125, 1.75, 36307070.9]
[0.2093, 24.0, 0.5192, 2.75, 0.25, 1.125, 0.25, 20636214.0]
[0.0941, 13.5, 0.4386, 27.0, 0.25, 1.125, 0.4211, 12664306.1]
[0.0484, 54.0, 0.8621, 0.4355, 1.125, 2.5652, 0.4211, 22877866.1]
[0.9216, 52.0, 52.0, 54.0, 0.1667, 1.75, 0.1667, 15094789.5]
[0.1333, 13.0, 54.0, 8.6667, 0.25, 1.125, 0.1818, 7101778.4]
[0.25, 1.0, 13.5, 13.5, 0.25, 1.125, 0.4211, 22252782.8]
[0.0167, 12.0, 0.1176, 9.0, 0.4211, 1.125, 0.4211, 24543907.6]
[0.3333, 54.0, 0.2368, 54.0, 0.25, 1.125, 0.7273, 32510005.4]
[0.05, 0.4737, 0.4286, 54.0, 0.8462, 0.7143, 0.75, 8930211.5]
[0.4118, 8.6667, 52.0, 13.5, 1.125, 1.75, 1.75, 35012637.2]
[0.0714, 24.0, 13.5, 0.7941, 0.75, 0.25, 0.75, 6518760.3]
[0.0952, 54.0, 0.96, 0.4909, 1.125, 0.4211, 0.8462, 16616723.0]
[0.102, 13.5, 5.2857, 0.5909, 0.25, 1.125, 0.4211, 0]
[0.0909, 3.8571, 0.2105, 0.2632, 0.75, 0.1667, 1.6667, 0]
[0.0417, 54.0, 1.2857, 6.75, 0.4211, 1.125, 0.0909, 11690069.4]
[0.4483, 3.25, 8.6667, 54.0, 1.125, 1.75, 1.125, 20235971.1]
[1.1875, 3.8571, 0.5814, 44.0, 0.25, 1.125, 0.75, 25511978.8]
[0.1333, 8.0, 48.0, 6.75, 0.0909, 2.5652, 0.8462, 6501451.3]
[0.2051, 3.25, 8.6667, 0.1754, 1.125, 1.75, 1.75, 10247000.8]
[0.0588, 6.75, 1.8571, 0.3231, 0.25, 1.125, 0.75, 25836685.5]
[0.2083, 54.0, 0.2561, 13.5, 1.125, 0.1667, 0.1818, 10120004.4]
[2.8889, 54.0, 0.04, 13.5, 1.75, 0.1818, 0.1818, 18716842.5]
[0.0909, 48.0, 0.381, 3.7143, 0.8462, 1.125, 0.8462, 11374662.1]
[0.3846, 52.0, 0.5192, 13.5, 0.1667, 1.6667, 1.6667, 15519083.2]
[0.1094, 5.4, 0.2069, 54.0, 0.75, 0.25, 0.75, 5444535.7]
[0.0366, 54.0, 0.4426, 52.0, 0.8462, 0.75, 0.4211, 0]
[0.5745, 0.963, 0.931, 1.6, 0.75, 0.75, 0.75, 27409270.5]
[0.2987, 54.0, 2.4545, 2.0769, 0.25, 1.125, 0.4211, 5823683.8]
[0.2128, 54.0, 0.4355, 0.36, 1.6667, 0.75, 1.6667, 18020216.3]
[0.5873, 27.0, 0.6, 54.0, 0.25, 0.8462, 0.8462, 4711938.8]
[0.01, 27.0, 6.5, 0.64, 1.75, 0.25, 0.1667, 9892564.0]
[1.2222, 27.0, 0.2326, 44.0, 0.4211, 0.4211, 0.4211, 40073800.9]
[0.0706, 11.0, 3.1429, 1.0, 1.125, 1.125, 0.8462, 20285393.3]
[0.0328, 54.0, 0.5745, 0.4151, 0.1818, 0.25, 1.75, 15884834.0]
[0.1053, 2.4444, 0.2571, 27.0, 1.75, 0.75, 0.1818, 35646171.1]
[0.5443, 54.0, 1.125, 54.0, 1.0, 0.75, 0.7143, 0]
[0.087, 52.0, 9.0, 3.8571, 0.25, 0.4211, 0.8462, 3645762.7]
[0.0256, 8.6667, 0.5098, 5.5, 0.4211, 1.75, 0.4211, 10242786.2]
[0.1646, 48.0, 22.0, 1.0, 0.25, 0.1667, 0.1818, 29104551.8]
[0.4583, 3.0, 0.6471, 1.0, 0.25, 1.125, 0.4211, 36822484.0]
[0.2917, 54.0, 54.0, 48.0, 1.75, 0.1667, 0.1818, 33036019.4]
[0.2174, 54.0, 0.4483, 13.0, 0.25, 0.8462, 0.25, 12308712.0]
[0.05, 52.0, 0.2179, 0.225, 0.4211, 2.5652, 2.5652, 8925642.4]
[0.0521, 13.0, 0.21, 8.6667, 0.1667, 0.1667, 0.1667, 8910723.5]
[0.0286, 24.0, 1.0909, 2.4, 0.4211, 1.125, 0.8462, 0]
[0.0508, 27.0, 0.2308, 8.6667, 0.25, 0.1667, 1.6667, 65227062.5]
[0.1026, 54.0, 0.3506, 0.02, 1.6667, 2.5652, 0.8462, 19171933.7]
[0.0877, 52.0, 0.4561, 13.5, 0.25, 1.125, 0.4211, 11772398.9]
[0.0517, 54.0, 0.175, 27.0, 0.1667, 1.6667, 0.25, 13255685.2]
[0.2, 52.0, 0.3333, 13.5, 0.1818, 0.1818, 0.1818, 0]
[0.119, 54.0, 1.6875, 54.0, 1.125, 1.75, 0.1818, 8335091.1]
[0.2347, 6.75, 1.35, 1.6875, 0.4211, 0.25, 0.1818, 26849276.4]
[0.1852, 54.0, 0.2234, 9.0, 0.25, 1.125, 0.4211, 0]
[0.1053, 2.4545, 0.2727, 54.0, 0.25, 1.125, 0.4211, 10020625.6]
[0.2727, 54.0, 0.5435, 13.5, 1.75, 0.75, 0.2143, 10180290.6]
[0.0909, 54.0, 0.1771, 1.2632, 0.25, 1.125, 0.8462, 0]
[0.1897, 27.0, 0.4194, 0.3649, 0.1667, 0.1818, 0.1667, 19504237.7]
[0.3333, 54.0, 27.0, 54.0, 1.125, 0.25, 1.125, 0]
[0.0645, 3.0, 0.3529, 0.5417, 1.125, 0.4211, 0.8462, 2321974.8]
[0.0787, 3.4286, 0.4355, 1.1739, 1.125, 0.75, 0.4211, 15363635.4]
[1.275, 4.8, 1.08, 27.0, 0.25, 1.125, 0.1667, 22843366.3]
[0.3333, 48.0, 0.5238, 3.1429, 0.1667, 0.1667, 0.1667, 0]
